amount,location,timestamp,business_account,location_flag,odd_time,large_amount,label
2060,Karnataka,2024-12-04 18:27:37,0,0,0,0,0
929,West Bengal,2024-08-29 21:38:33,0,0,0,0,0
89,Karnataka,2024-05-19 19:09:43,0,0,0,0,0
417,Telangana,2024-12-16 14:23:44,0,0,0,0,0
1415,Tamil Nadu,2024-09-04 20:34:53,0,0,0,0,0
588,Rajasthan,2024-09-18 07:14:59,1,0,0,0,0
8335,West Bengal,2024-11-08 20:26:51,1,0,0,0,0
4279,Uttar Pradesh,2024-10-20 13:14:17,0,0,0,0,0
318,Andhra Pradesh,2024-08-03 13:15:20,1,0,0,0,0
1496,Uttar Pradesh,2024-01-03 10:03:52,1,0,0,0,0
924,Karnataka,2024-11-04 18:06:01,0,0,0,0,0
291,Maharashtra,2024-04-30 19:43:23,0,0,0,0,0
665,Maharashtra,2024-09-02 18:42:16,1,0,0,0,0
669,Delhi,2024-01-20 11:01:51,1,1,0,0,0
1855,Tamil Nadu,2024-09-27 22:15:17,1,0,0,0,0
1015,Uttar Pradesh,2024-04-03 12:09:00,1,0,0,0,0
188,Gujarat,2024-08-01 09:40:13,1,0,0,0,0
1702,Telangana,2024-07-14 12:18:55,0,0,0,0,0
1816,Rajasthan,2024-08-04 10:24:23,0,0,0,0,0
712,Gujarat,2024-05-19 18:03:48,0,0,0,0,0
461,Karnataka,2024-10-12 20:55:05,1,0,0,0,0
224,Gujarat,2024-01-22 16:45:53,0,0,0,0,0
2202,West Bengal,2024-03-23 22:12:12,1,0,0,0,0
7821,Rajasthan,2024-02-19 18:16:54,1,0,0,0,0
2135,Maharashtra,2024-04-14 20:11:53,1,0,0,0,0
2776,Telangana,2024-07-16 12:59:19,0,0,0,0,0
543,Karnataka,2024-10-24 16:39:26,1,0,0,0,0
215,Karnataka,2024-12-09 19:55:16,0,0,0,0,0
8754,West Bengal,2024-02-19 18:16:18,1,0,0,0,0
561,Andhra Pradesh,2024-08-25 06:09:52,1,0,0,0,0
147,West Bengal,2024-09-16 18:23:44,0,0,0,0,0
661,West Bengal,2024-06-09 20:44:10,0,0,0,0,0
7145,West Bengal,2024-07-29 20:35:08,1,0,0,0,0
4468,Gujarat,2024-07-17 10:07:18,1,0,0,0,0
2850,Rajasthan,2024-12-24 11:08:00,0,0,0,0,0
2142,Rajasthan,2024-10-13 20:29:19,1,0,0,0,0
61,Maharashtra,2024-07-19 11:30:17,0,0,0,0,0
1288,Gujarat,2024-04-16 16:11:27,0,0,0,0,0
1014,Delhi,2024-08-11 19:39:57,0,1,0,0,0
2474,Delhi,2024-02-05 19:13:08,0,1,0,0,0
861,Rajasthan,2024-11-25 19:54:21,1,0,0,0,0
507,Andhra Pradesh,2024-04-26 20:45:09,0,0,0,0,0
404,Gujarat,2024-08-06 13:16:29,1,0,0,0,0
621,Delhi,2024-02-04 17:37:45,1,1,0,0,0
1830,Telangana,2024-10-24 09:26:22,1,0,0,0,0
657,Delhi,2024-04-03 13:21:11,1,1,0,0,0
6804,Karnataka,2024-10-25 11:34:47,1,0,0,0,0
261,Gujarat,2024-03-20 05:14:55,0,0,0,0,0
268,Uttar Pradesh,2024-01-20 13:38:44,0,0,0,0,0
1410,Karnataka,2024-01-03 14:46:52,0,0,0,0,0
342,Uttar Pradesh,2024-01-23 11:47:26,0,0,0,0,0
3941,Telangana,2024-04-09 13:39:41,0,0,0,0,0
4073,Gujarat,2024-05-12 11:54:45,1,0,0,0,0
91,Telangana,2024-04-29 15:05:14,1,0,0,0,0
209,Karnataka,2024-09-14 13:32:47,0,0,0,0,0
37,Karnataka,2024-03-09 18:13:24,0,0,0,0,0
596,Maharashtra,2024-09-05 11:42:23,1,0,0,0,0
66,Maharashtra,2024-10-10 23:26:38,1,0,0,0,0
225,Maharashtra,2024-12-28 10:47:25,0,0,0,0,0
187,Delhi,2024-04-05 20:33:38,1,1,0,0,0
7155,Tamil Nadu,2024-10-15 19:38:07,1,0,0,0,0
5879,Telangana,2024-12-14 19:24:02,1,0,0,0,0
561,Delhi,2024-09-02 20:42:48,0,1,0,0,0
6011,Maharashtra,2024-12-02 13:26:41,0,0,0,0,0
223,Telangana,2024-08-15 07:34:15,0,0,0,0,0
4864,Maharashtra,2024-11-07 15:35:22,1,0,0,0,0
2350,Delhi,2024-09-04 16:28:11,1,1,0,0,0
284,Telangana,2024-04-09 14:17:14,1,0,0,0,0
1174,West Bengal,2024-06-22 23:08:23,1,0,0,0,0
1773,Maharashtra,2024-08-15 19:38:08,1,0,0,0,0
2839,Uttar Pradesh,2024-01-07 09:55:24,1,0,0,0,0
3757,Uttar Pradesh,2024-06-13 08:59:23,1,0,0,0,0
599,Uttar Pradesh,2024-10-14 12:46:56,1,0,0,0,0
720,Gujarat,2024-02-18 16:12:42,0,0,0,0,0
646,Rajasthan,2024-05-05 12:38:02,1,0,0,0,0
211,Delhi,2024-06-06 19:51:25,1,1,0,0,0
58,Rajasthan,2024-08-19 17:33:48,0,0,0,0,0
377,Maharashtra,2024-05-17 17:03:46,0,0,0,0,0
1072,Maharashtra,2024-03-08 21:15:19,0,0,0,0,0
16,Uttar Pradesh,2024-02-05 08:16:12,1,0,0,0,0
1753,Karnataka,2024-11-13 17:30:33,0,0,0,0,0
345,West Bengal,2024-12-21 10:58:00,1,0,0,0,0
174,Uttar Pradesh,2024-02-22 11:42:57,1,0,0,0,0
69,Uttar Pradesh,2024-11-01 12:59:24,0,0,0,0,0
301,Telangana,2024-05-09 16:22:47,1,0,0,0,0
3091,Maharashtra,2024-06-02 22:38:34,0,0,0,0,0
9619,Maharashtra,2024-02-16 18:51:24,1,0,0,0,0
727,Gujarat,2024-09-13 12:17:27,0,0,0,0,0
375,Rajasthan,2024-10-12 17:50:37,1,0,0,0,0
700,Maharashtra,2024-12-29 15:13:43,1,0,0,0,0
2289,Andhra Pradesh,2024-05-19 17:12:12,1,0,0,0,0
797,Tamil Nadu,2024-12-14 17:48:51,1,0,0,0,0
9228,West Bengal,2024-10-29 04:05:56,1,0,1,0,0
1553,Karnataka,2024-02-13 16:30:06,0,0,0,0,0
578,Andhra Pradesh,2024-08-18 09:16:38,1,0,0,0,0
232,Andhra Pradesh,2024-07-20 20:07:07,1,0,0,0,0
2545,Uttar Pradesh,2024-07-30 18:10:30,1,0,0,0,0
457,Maharashtra,2024-01-25 07:20:05,1,0,0,0,0
317,Delhi,2024-09-27 05:16:22,1,1,0,0,0
132,Uttar Pradesh,2024-08-13 18:50:41,1,0,0,0,0
1414,Rajasthan,2024-04-04 12:34:33,1,0,0,0,0
355,Maharashtra,2024-03-17 17:51:21,1,0,0,0,0
2335,Maharashtra,2024-01-15 10:49:37,1,0,0,0,0
443,Andhra Pradesh,2024-09-24 18:42:14,1,0,0,0,0
167,Tamil Nadu,2024-05-05 20:50:07,0,0,0,0,0
7210,Maharashtra,2024-07-21 19:48:25,1,0,0,0,0
2148,Uttar Pradesh,2024-06-07 21:47:22,0,0,0,0,0
57,Maharashtra,2024-01-20 19:24:06,1,0,0,0,0
2241,Tamil Nadu,2024-12-06 15:39:23,1,0,0,0,0
1688,Delhi,2024-05-21 21:29:02,1,1,0,0,0
250,Uttar Pradesh,2024-08-26 09:03:18,0,0,0,0,0
957,Karnataka,2024-02-05 14:15:06,0,0,0,0,0
2555,Gujarat,2024-03-05 17:03:35,1,0,0,0,0
6786,Karnataka,2024-02-19 14:56:38,1,0,0,0,0
1108,Gujarat,2024-06-25 18:04:09,1,0,0,0,0
503,Delhi,2024-06-23 01:12:03,1,1,1,0,0
1990,Tamil Nadu,2024-11-02 14:06:49,1,0,0,0,0
1838,Karnataka,2024-11-07 16:22:25,1,0,0,0,0
744,Telangana,2024-07-15 21:31:45,0,0,0,0,0
831,Karnataka,2024-01-14 21:13:30,1,0,0,0,0
1487,Tamil Nadu,2024-02-02 20:17:21,1,0,0,0,0
303,Telangana,2024-02-06 19:21:49,0,0,0,0,0
5798,Rajasthan,2024-12-07 21:46:22,0,0,0,0,0
1490,Maharashtra,2024-03-23 21:20:19,1,0,0,0,0
1092,Uttar Pradesh,2024-04-19 20:35:42,0,0,0,0,0
268,Delhi,2024-05-11 17:56:55,1,1,0,0,0
1659,Tamil Nadu,2024-03-06 00:47:23,0,0,1,0,0
772,Maharashtra,2024-03-07 14:29:11,0,0,0,0,0
447,Rajasthan,2024-10-12 11:19:23,1,0,0,0,0
321,Tamil Nadu,2024-09-24 17:28:47,0,0,0,0,0
488,Delhi,2024-11-22 18:55:15,1,1,0,0,0
291,West Bengal,2024-01-21 19:27:09,0,0,0,0,0
597,Uttar Pradesh,2024-09-13 16:18:40,1,0,0,0,0
111,Telangana,2024-12-27 13:10:16,1,0,0,0,0
728,Andhra Pradesh,2024-03-31 11:33:45,1,0,0,0,0
91,Gujarat,2024-08-20 23:26:27,0,0,0,0,0
7683,Karnataka,2024-08-01 12:21:29,1,0,0,0,0
330,West Bengal,2024-04-10 07:06:09,0,0,0,0,0
106,Telangana,2024-08-04 09:01:49,0,0,0,0,0
120,Andhra Pradesh,2024-10-31 20:07:51,1,0,0,0,0
178,Andhra Pradesh,2024-10-15 21:09:50,0,0,0,0,0
343,Karnataka,2024-05-07 12:38:26,1,0,0,0,0
105,Andhra Pradesh,2024-01-28 22:56:55,1,0,0,0,0
2679,Rajasthan,2024-09-02 16:36:39,0,0,0,0,0
281,Telangana,2024-03-27 15:38:41,1,0,0,0,0
120,Tamil Nadu,2024-02-02 16:40:41,0,0,0,0,0
3324,Tamil Nadu,2024-09-06 07:47:54,0,0,0,0,0
151,West Bengal,2024-01-09 08:28:37,0,0,0,0,0
1687,Uttar Pradesh,2024-04-07 11:34:52,0,0,0,0,0
89,Telangana,2024-02-22 18:40:58,0,0,0,0,0
129,Karnataka,2024-01-06 15:42:48,0,0,0,0,0
188,Delhi,2024-02-09 05:48:31,1,1,0,0,0
69,Andhra Pradesh,2024-04-19 21:57:27,0,0,0,0,0
263,West Bengal,2024-05-06 11:36:00,1,0,0,0,0
386,Delhi,2024-08-26 13:03:06,0,1,0,0,0
546,Tamil Nadu,2024-10-09 11:26:47,0,0,0,0,0
1233,West Bengal,2024-12-20 17:29:25,0,0,0,0,0
5295,Rajasthan,2024-04-13 13:34:57,1,0,0,0,0
89,Tamil Nadu,2024-10-01 00:01:42,1,0,1,0,0
239,West Bengal,2024-06-01 19:45:11,1,0,0,0,0
1585,Telangana,2024-03-09 19:03:03,1,0,0,0,0
348,Gujarat,2024-11-08 09:04:58,1,0,0,0,0
1946,Tamil Nadu,2024-12-19 16:57:01,1,0,0,0,0
321,Delhi,2024-07-04 17:49:40,0,1,0,0,0
348,Andhra Pradesh,2024-06-15 18:47:40,1,0,0,0,0
1509,Rajasthan,2024-04-14 22:44:55,1,0,0,0,0
854,Maharashtra,2024-09-28 20:20:11,1,0,0,0,0
4536,Rajasthan,2024-03-21 17:24:43,0,0,0,0,0
116,Delhi,2024-04-19 19:02:00,0,1,0,0,0
417,Uttar Pradesh,2024-02-19 17:57:57,1,0,0,0,0
1242,Telangana,2024-08-24 18:24:35,1,0,0,0,0
767,Uttar Pradesh,2024-02-27 20:23:48,1,0,0,0,0
1849,Karnataka,2024-05-04 08:53:42,1,0,0,0,0
3518,Karnataka,2024-07-19 08:17:44,0,0,0,0,0
36,Uttar Pradesh,2024-12-20 07:30:32,0,0,0,0,0
760,Andhra Pradesh,2024-01-06 09:10:56,1,0,0,0,0
852,Maharashtra,2024-03-22 20:02:02,0,0,0,0,0
2521,Maharashtra,2024-03-23 23:29:33,1,0,0,0,0
138,Maharashtra,2024-03-11 23:56:27,0,0,0,0,0
582,Maharashtra,2024-10-30 21:46:03,0,0,0,0,0
619,West Bengal,2024-03-14 10:20:18,0,0,0,0,0
705,Gujarat,2024-12-09 15:59:49,1,0,0,0,0
529,Telangana,2024-10-02 17:10:42,0,0,0,0,0
173,Karnataka,2024-12-09 09:53:40,1,0,0,0,0
1048,Delhi,2024-11-11 17:13:42,1,1,0,0,0
182,Karnataka,2024-12-13 09:51:07,0,0,0,0,0
1758,Maharashtra,2024-11-01 13:34:32,1,0,0,0,0
24,Telangana,2024-09-26 13:42:48,1,0,0,0,0
190,Gujarat,2024-04-18 11:57:49,0,0,0,0,0
1884,Maharashtra,2024-05-08 12:36:41,1,0,0,0,0
68,Gujarat,2024-12-26 17:04:48,1,0,0,0,0
310,Karnataka,2024-12-27 18:59:06,0,0,0,0,0
1526,Delhi,2024-10-28 14:01:43,0,1,0,0,0
520,Karnataka,2024-11-22 14:59:54,1,0,0,0,0
415,West Bengal,2024-10-12 21:22:23,1,0,0,0,0
1921,Tamil Nadu,2024-11-15 12:02:53,0,0,0,0,0
427,Uttar Pradesh,2024-01-11 13:12:51,0,0,0,0,0
1532,Maharashtra,2024-06-21 20:33:09,0,0,0,0,0
280,Rajasthan,2024-10-21 07:42:42,0,0,0,0,0
238,Gujarat,2024-08-24 16:27:27,1,0,0,0,0
222,Delhi,2024-08-14 16:23:44,0,1,0,0,0
133,Delhi,2024-06-15 22:34:43,0,1,0,0,0
273,Tamil Nadu,2024-07-09 05:30:15,1,0,0,0,0
295,Maharashtra,2024-04-15 14:24:12,0,0,0,0,0
151,Telangana,2024-06-25 12:05:05,0,0,0,0,0
1185,Uttar Pradesh,2024-10-05 22:53:02,0,0,0,0,0
4571,Karnataka,2024-04-07 11:51:21,1,0,0,0,0
188,Andhra Pradesh,2024-10-25 03:02:16,1,0,1,0,0
260,Maharashtra,2024-03-15 23:59:34,0,0,0,0,0
679,Maharashtra,2024-08-06 15:54:59,1,0,0,0,0
1241,Gujarat,2024-04-13 19:56:37,1,0,0,0,0
93,Telangana,2024-03-20 18:36:50,0,0,0,0,0
1577,Andhra Pradesh,2024-12-29 14:06:16,0,0,0,0,0
282,Delhi,2024-08-03 08:37:40,1,1,0,0,0
474,Uttar Pradesh,2024-11-04 07:39:04,1,0,0,0,0
5634,Maharashtra,2024-06-05 23:20:06,1,0,0,0,0
396,Maharashtra,2024-11-24 15:25:56,1,0,0,0,0
669,Andhra Pradesh,2024-02-03 12:02:36,1,0,0,0,0
1078,Maharashtra,2024-11-02 11:14:17,1,0,0,0,0
283,Maharashtra,2024-10-21 18:43:26,1,0,0,0,0
351,Uttar Pradesh,2024-02-16 21:03:31,1,0,0,0,0
2155,Tamil Nadu,2024-10-24 20:32:26,0,0,0,0,0
682,Tamil Nadu,2024-02-02 16:50:19,1,0,0,0,0
166,Andhra Pradesh,2024-01-13 14:03:25,0,0,0,0,0
4046,Gujarat,2024-07-03 22:20:33,1,0,0,0,0
865,West Bengal,2024-09-18 16:38:00,0,0,0,0,0
12568,Tamil Nadu,2024-04-13 23:31:03,0,0,0,1,0
10309,Andhra Pradesh,2024-01-17 20:01:00,0,0,0,1,0
5359,Gujarat,2024-01-21 12:13:25,1,0,0,0,0
1287,Telangana,2024-04-16 13:35:23,1,0,0,0,0
2928,West Bengal,2024-03-12 20:30:50,1,0,0,0,0
309,Tamil Nadu,2024-05-07 06:44:21,0,0,0,0,0
167,Uttar Pradesh,2024-09-09 10:38:20,1,0,0,0,0
255,Rajasthan,2024-06-23 19:22:28,0,0,0,0,0
2499,Karnataka,2024-03-09 20:25:36,0,0,0,0,0
2775,Gujarat,2024-10-27 00:03:54,1,0,1,0,0
140,West Bengal,2024-02-28 11:14:22,1,0,0,0,0
3255,Tamil Nadu,2024-08-24 04:40:39,0,0,1,0,0
935,Karnataka,2024-07-29 18:44:56,1,0,0,0,0
2428,Uttar Pradesh,2024-06-06 20:07:54,0,0,0,0,0
333,West Bengal,2024-10-18 09:36:29,0,0,0,0,0
1037,Gujarat,2024-10-13 19:36:09,1,0,0,0,0
221,Gujarat,2024-06-24 21:49:30,1,0,0,0,0
409,Andhra Pradesh,2024-01-30 13:44:12,1,0,0,0,0
1822,Delhi,2024-07-14 20:56:22,1,1,0,0,0
86,Andhra Pradesh,2024-01-19 21:36:17,0,0,0,0,0
3310,Uttar Pradesh,2024-12-23 21:26:17,0,0,0,0,0
2357,Uttar Pradesh,2024-05-31 16:51:28,1,0,0,0,0
181,Maharashtra,2024-05-21 07:48:29,1,0,0,0,0
62,Delhi,2024-12-24 19:01:27,0,1,0,0,0
2221,Delhi,2024-05-07 10:59:40,1,1,0,0,0
139,Maharashtra,2024-10-31 16:02:09,1,0,0,0,0
160,Gujarat,2024-03-06 20:58:15,1,0,0,0,0
1496,Telangana,2024-12-30 14:58:15,0,0,0,0,0
527,Uttar Pradesh,2024-09-03 21:58:42,1,0,0,0,0
182,Tamil Nadu,2024-02-10 22:24:12,1,0,0,0,0
436,Gujarat,2024-03-12 21:36:10,1,0,0,0,0
3287,Andhra Pradesh,2024-10-03 17:36:03,1,0,0,0,0
879,West Bengal,2024-11-22 22:49:57,1,0,0,0,0
1445,Gujarat,2024-05-19 09:28:59,0,0,0,0,0
1946,Tamil Nadu,2024-10-01 22:47:20,1,0,0,0,0
167,Tamil Nadu,2024-11-26 12:22:32,1,0,0,0,0
549,Rajasthan,2024-11-30 23:17:55,0,0,0,0,0
478,Andhra Pradesh,2024-07-07 19:05:46,0,0,0,0,0
2838,Uttar Pradesh,2024-11-08 17:45:35,1,0,0,0,0
483,West Bengal,2024-03-18 10:46:37,0,0,0,0,0
280,Karnataka,2024-04-13 15:56:18,1,0,0,0,0
2640,Maharashtra,2024-06-28 20:20:17,1,0,0,0,0
92,Rajasthan,2024-09-14 14:59:06,0,0,0,0,0
497,Delhi,2024-10-23 20:14:29,1,1,0,0,0
1085,Delhi,2024-12-03 18:47:47,0,1,0,0,0
3360,Rajasthan,2024-11-19 20:27:45,0,0,0,0,0
646,Maharashtra,2024-12-26 11:44:50,1,0,0,0,0
631,Uttar Pradesh,2024-08-09 19:46:40,1,0,0,0,0
4554,Rajasthan,2024-01-14 17:39:33,1,0,0,0,0
953,West Bengal,2024-07-04 12:53:42,1,0,0,0,0
1191,Gujarat,2024-12-02 14:29:50,1,0,0,0,0
317,Karnataka,2024-03-22 11:03:43,1,0,0,0,0
571,Tamil Nadu,2024-04-15 08:04:15,1,0,0,0,0
1107,Telangana,2024-06-30 10:17:37,0,0,0,0,0
220,Rajasthan,2024-05-08 20:49:06,0,0,0,0,0
522,Andhra Pradesh,2024-06-22 19:16:28,1,0,0,0,0
139,Delhi,2024-02-03 22:14:10,1,1,0,0,0
158,Karnataka,2024-02-27 17:23:40,1,0,0,0,0
92,Andhra Pradesh,2024-02-24 14:01:38,0,0,0,0,0
137,Gujarat,2024-08-13 21:51:06,1,0,0,0,0
308,Andhra Pradesh,2024-07-26 14:06:49,0,0,0,0,0
150,Karnataka,2024-08-28 17:19:21,0,0,0,0,0
120,Tamil Nadu,2024-07-18 21:54:41,0,0,0,0,0
134,Tamil Nadu,2024-10-07 11:13:20,0,0,0,0,0
2418,Karnataka,2024-01-18 23:08:40,1,0,0,0,0
2766,Rajasthan,2024-01-22 18:05:11,0,0,0,0,0
503,Maharashtra,2024-07-06 15:49:15,1,0,0,0,0
2678,Gujarat,2024-12-25 20:04:53,1,0,0,0,0
121,Andhra Pradesh,2024-02-07 20:32:00,1,0,0,0,0
516,Uttar Pradesh,2024-11-20 12:16:52,1,0,0,0,0
92,Karnataka,2024-05-08 20:07:20,0,0,0,0,0
1845,Tamil Nadu,2024-10-19 15:21:42,0,0,0,0,0
1630,Rajasthan,2024-11-13 21:21:41,1,0,0,0,0
2588,Maharashtra,2024-10-27 17:46:29,1,0,0,0,0
2392,Gujarat,2024-03-08 17:03:53,1,0,0,0,0
35,Andhra Pradesh,2024-12-10 22:55:36,0,0,0,0,0
607,Karnataka,2024-05-31 08:03:46,0,0,0,0,0
202,Maharashtra,2024-12-14 19:46:33,0,0,0,0,0
1685,Karnataka,2024-11-15 10:05:24,1,0,0,0,0
4692,Uttar Pradesh,2024-02-07 17:25:07,1,0,0,0,0
667,Rajasthan,2024-09-01 19:12:59,0,0,0,0,0
1016,Karnataka,2024-11-21 17:36:31,0,0,0,0,0
443,Andhra Pradesh,2024-07-10 22:00:12,1,0,0,0,0
365,Maharashtra,2024-11-11 20:29:53,0,0,0,0,0
1080,Uttar Pradesh,2024-09-14 20:21:58,0,0,0,0,0
484,Tamil Nadu,2024-03-20 19:29:03,0,0,0,0,0
391,Delhi,2024-05-09 21:19:58,1,1,0,0,0
4022,Telangana,2024-07-25 16:56:24,1,0,0,0,0
1352,Uttar Pradesh,2024-03-31 19:15:16,1,0,0,0,0
573,Rajasthan,2024-05-07 14:25:26,0,0,0,0,0
1008,Uttar Pradesh,2024-05-20 16:37:54,1,0,0,0,0
1957,Maharashtra,2024-05-17 17:05:43,1,0,0,0,0
410,Tamil Nadu,2024-01-21 00:32:00,1,0,1,0,0
3267,Tamil Nadu,2024-12-18 19:38:47,0,0,0,0,0
1825,Tamil Nadu,2024-09-26 19:35:10,0,0,0,0,0
258,Gujarat,2024-05-30 16:34:26,1,0,0,0,0
1461,Maharashtra,2024-05-24 07:06:00,0,0,0,0,0
431,Uttar Pradesh,2024-12-28 17:19:28,1,0,0,0,0
326,Telangana,2024-01-12 19:37:14,1,0,0,0,0
479,Tamil Nadu,2024-06-08 18:35:59,1,0,0,0,0
2159,Delhi,2024-07-28 14:39:35,1,1,0,0,0
960,Tamil Nadu,2024-03-21 09:03:18,1,0,0,0,0
587,Delhi,2024-09-09 18:31:30,1,1,0,0,0
179,Telangana,2024-09-30 16:46:49,0,0,0,0,0
238,Maharashtra,2024-05-03 18:59:21,1,0,0,0,0
6083,Delhi,2024-01-02 15:10:58,1,1,0,0,0
1612,Karnataka,2024-09-07 22:53:07,1,0,0,0,0
459,Gujarat,2024-09-30 16:53:50,0,0,0,0,0
369,West Bengal,2024-09-30 15:07:51,0,0,0,0,0
469,Tamil Nadu,2024-08-11 13:29:41,0,0,0,0,0
420,Telangana,2024-01-02 21:25:25,1,0,0,0,0
406,Uttar Pradesh,2024-04-13 06:30:40,0,0,0,0,0
358,Delhi,2024-02-23 18:33:42,1,1,0,0,0
3508,Andhra Pradesh,2024-10-14 17:40:41,0,0,0,0,0
1869,West Bengal,2024-09-15 10:03:12,1,0,0,0,0
514,Karnataka,2024-07-05 18:32:13,1,0,0,0,0
1980,Telangana,2024-08-08 20:13:20,0,0,0,0,0
320,Uttar Pradesh,2024-10-23 20:12:01,1,0,0,0,0
651,Telangana,2024-10-28 20:40:00,0,0,0,0,0
199,Tamil Nadu,2024-11-07 20:03:53,1,0,0,0,0
3091,Delhi,2024-08-29 15:10:50,1,1,0,0,0
165,Delhi,2024-07-11 20:19:41,1,1,0,0,0
250,Maharashtra,2024-09-08 17:14:04,1,0,0,0,0
351,Delhi,2024-04-24 23:19:21,0,1,0,0,0
1862,Maharashtra,2024-12-11 21:48:29,1,0,0,0,0
1332,Karnataka,2024-09-03 14:57:42,1,0,0,0,0
932,Andhra Pradesh,2024-01-02 19:51:26,1,0,0,0,0
3014,Rajasthan,2024-06-28 18:14:12,0,0,0,0,0
301,Maharashtra,2024-03-19 18:50:21,1,0,0,0,0
368,Maharashtra,2024-10-18 01:02:08,0,0,1,0,0
